Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_INSTS_VMEM,SQ_INST_LEVEL_VMEM,SQ_ACCUM_PREV_HIRES,SQ_INSTS_VALU,SQ_INSTS_VALU_ADD_F16,SQ_INSTS_VALU_MUL_F16,SQ_INSTS_VALU_FMA_F16,SQ_INSTS_VALU_TRANS_F16,TA_BUFFER_ATOMIC_WAVEFRONTS_sum,TA_BUFFER_TOTAL_CYCLES_sum,TD_ATOMIC_WAVEFRONT_sum,TD_STORE_WAVEFRONT_sum,TCP_VOLATILE_sum,TCP_TOTAL_ACCESSES_sum,TCP_TOTAL_READ_sum,TCP_TOTAL_WRITE_sum,TCC_EA0_RDREQ[0],TCC_EA0_RDREQ_32B[0],TCC_EA0_WRREQ[0],TCC_EA0_WRREQ_64B[0],TCC_EA0_RDREQ[1],TCC_EA0_RDREQ_32B[1],TCC_EA0_WRREQ[1],TCC_EA0_WRREQ_64B[1],TCC_EA0_RDREQ[2],TCC_EA0_RDREQ_32B[2],TCC_EA0_WRREQ[2],TCC_EA0_WRREQ_64B[2],TCC_EA0_RDREQ[3],TCC_EA0_RDREQ_32B[3],TCC_EA0_WRREQ[3],TCC_EA0_WRREQ_64B[3],TCC_EA0_RDREQ[4],TCC_EA0_RDREQ_32B[4],TCC_EA0_WRREQ[4],TCC_EA0_WRREQ_64B[4],TCC_EA0_RDREQ[5],TCC_EA0_RDREQ_32B[5],TCC_EA0_WRREQ[5],TCC_EA0_WRREQ_64B[5],TCC_EA0_RDREQ[6],TCC_EA0_RDREQ_32B[6],TCC_EA0_WRREQ[6],TCC_EA0_WRREQ_64B[6],TCC_EA0_RDREQ[7],TCC_EA0_RDREQ_32B[7],TCC_EA0_WRREQ[7],TCC_EA0_WRREQ_64B[7],TCC_EA0_RDREQ[8],TCC_EA0_RDREQ_32B[8],TCC_EA0_WRREQ[8],TCC_EA0_WRREQ_64B[8],TCC_EA0_RDREQ[9],TCC_EA0_RDREQ_32B[9],TCC_EA0_WRREQ[9],TCC_EA0_WRREQ_64B[9],TCC_EA0_RDREQ[10],TCC_EA0_RDREQ_32B[10],TCC_EA0_WRREQ[10],TCC_EA0_WRREQ_64B[10],TCC_EA0_RDREQ[11],TCC_EA0_RDREQ_32B[11],TCC_EA0_WRREQ[11],TCC_EA0_WRREQ_64B[11],TCC_EA0_RDREQ[12],TCC_EA0_RDREQ_32B[12],TCC_EA0_WRREQ[12],TCC_EA0_WRREQ_64B[12],TCC_EA0_RDREQ[13],TCC_EA0_RDREQ_32B[13],TCC_EA0_WRREQ[13],TCC_EA0_WRREQ_64B[13],TCC_EA0_RDREQ[14],TCC_EA0_RDREQ_32B[14],TCC_EA0_WRREQ[14],TCC_EA0_WRREQ_64B[14],TCC_EA0_RDREQ[15],TCC_EA0_RDREQ_32B[15],TCC_EA0_WRREQ[15],TCC_EA0_WRREQ_64B[15],CPC_CPC_TCIU_IDLE,CPC_CPC_STAT_STALL,CPF_CPF_STAT_IDLE,CPF_CPF_TCIU_IDLE,SPI_RA_REQ_NO_ALLOC,SPI_RA_REQ_NO_ALLOC_CSN,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
130,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,507,441454,441454,255232,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,11976,226797,18147636,35956,0,0,0,0,0.0,0.0,0.0,11976.0,765312.0,765312.0,0.0,765312.0,0,0,3988,3988,0,0,3988,3988,9,0,3988,3988,6,0,3988,3988,10,0,3988,3988,18,0,3988,3988,2,0,3988,3988,12,0,3988,3988,0,0,3984,3984,0,0,3984,3984,8,0,3984,3984,6,0,3984,3984,10,0,3988,3988,18,0,3988,3988,6,0,3988,3988,14,0,3988,3988,81099,22144,0,64489,17870,6983,3806408670116034,3806496828315097,3806496828327417,3806408670951826
131,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,510,441454,441454,312064,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,14628,286007,22878306,43912,0,0,0,0,0.0,0.0,0.0,14628.0,935616.0,935616.0,0.0,935616.0,0,0,4872,4872,0,0,4872,4872,9,0,4872,4872,6,0,4872,4872,10,0,4872,4872,18,0,4872,4872,6,0,4872,4872,12,0,4872,4872,0,0,4872,4872,0,0,4872,4872,8,0,4876,4876,6,0,4876,4876,10,0,4876,4876,18,0,4876,4876,2,0,4876,4876,14,0,4876,4876,88443,22209,0,71053,22969,9917,3806408671509157,3806496828362177,3806496828374577,3806408672343573
132,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,513,441454,441454,530688,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,24872,499717,39968876,74644,0,0,0,0,0.0,0.0,0.0,24872.0,1591424.0,1591424.0,0.0,1591424.0,0,0,8288,8288,0,0,8288,8288,9,0,8288,8288,9,0,8288,8288,8,0,8288,8288,18,0,8288,8288,2,0,8288,8288,14,0,8288,8288,0,0,8288,8288,0,0,8288,8288,8,0,8288,8288,9,0,8288,8288,8,0,8292,8292,18,0,8292,8292,2,0,8292,8292,16,0,8292,8292,111626,21586,0,95954,40855,25078,3806408672900137,3806496828409857,3806496828418657,3806408673740209
133,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,516,441454,441454,250368,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,11753,222878,17828990,35289,0,0,0,0,0.0,0.0,0.0,11753.0,750800.0,750800.0,0.0,750800.0,0,0,3910,3910,0,0,3908,3908,9,0,3912,3912,6,0,3912,3912,8,0,3912,3912,18,0,3912,3912,6,0,3912,3912,14,0,3912,3912,0,0,3912,3912,0,0,3912,3912,8,0,3912,3912,6,0,3912,3912,8,0,3912,3912,18,0,3912,3912,2,0,3912,3912,16,0,3912,3912,80335,22991,0,63264,17364,6620,3806408674297725,3806496828455977,3806496828466617,3806408675128459
134,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,519,441454,441454,424960,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,19929,393651,31490226,59815,0,0,0,0,0.0,0.0,0.0,19929.0,1274448.0,1274448.0,0.0,1274448.0,0,0,6640,6640,0,0,6640,6640,9,0,6638,6638,4,0,6636,6636,10,0,6636,6636,18,0,6636,6636,4,0,6636,6636,12,0,6636,6636,0,0,6640,6640,0,0,6640,6640,8,0,6640,6640,4,0,6640,6640,10,0,6640,6640,18,0,6640,6640,8,0,6640,6640,14,0,6640,6640,101084,22334,0,84759,32061,17497,3806408675685940,3806496828501497,3806496828514857,3806408676528829
135,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,522,441454,441454,507904,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,23826,469787,37579492,71506,0,0,0,0,0.0,0.0,0.0,23826.0,1523424.0,1523424.0,0.0,1523424.0,0,0,7936,7936,0,0,7936,7936,9,0,7936,7936,4,0,7936,7936,13,0,7936,7936,18,0,7936,7936,8,0,7936,7936,12,0,7936,7936,0,0,7936,7936,0,0,7936,7936,8,0,7936,7936,4,0,7936,7936,14,0,7936,7936,18,0,7936,7936,4,0,7932,7932,14,0,7936,7936,110528,22552,0,94325,39114,22977,3806408677089125,3806496828549738,3806496828557658,3806408677937516
136,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,525,441454,441454,362240,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,16999,332307,26581853,51023,0,0,0,0,0.0,0.0,0.0,16999.0,1086448.0,1086448.0,0.0,1086448.0,0,0,5660,5660,0,0,5658,5658,9,0,5660,5660,4,0,5660,5660,10,0,5660,5660,20,0,5660,5660,2,0,5660,5660,12,0,5660,5660,0,0,5660,5660,0,0,5660,5660,8,0,5660,5660,4,0,5660,5660,10,0,5660,5660,20,0,5660,5660,6,0,5660,5660,14,0,5660,5660,94261,22077,0,77985,26590,12860,3806408678493678,3806496828596618,3806496828600658,3806408679330252
137,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,528,441454,441454,346112,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,16225,320621,25648716,48703,0,0,0,0,0.0,0.0,0.0,16225.0,1037776.0,1037776.0,0.0,1037776.0,0,0,5404,5404,0,0,5404,5404,9,0,5404,5404,4,0,5404,5404,10,0,5404,5404,20,0,5404,5404,2,0,5404,5404,12,0,5404,5404,0,0,5408,5408,0,0,5408,5408,8,0,5404,5404,4,0,5406,5406,10,0,5408,5408,20,0,5408,5408,6,0,5408,5408,14,0,5408,5408,92165,23350,0,83215,25257,12222,3806408679886086,3806496828642258,3806496828654058,3806408680718199
138,"void kn_get_mla_metadata<FlashMlaKernelTrait<576, 512, 64, 16, 4> >(int*, int*, int const*, int, int) [clone .kd]",2,0,529,441454,441454,64,64,32768,0,52,4,32,64,0x0,0x7fc18e3f8740,168,530,42144,4089,0,0,0,0,0.0,0.0,0.0,163.0,6528.0,6528.0,80.0,6448.0,4,0,4,4,4,0,4,4,6,0,4,4,6,0,4,4,4,0,0,0,4,0,1,0,4,0,4,4,5,0,4,4,4,0,4,4,4,0,4,4,4,0,4,4,4,0,4,4,4,0,4,4,0,0,4,4,4,0,0,0,4,0,0,0,212552,50688,0,204813,0,1,3806408787083849,3806496931112280,3806496931173200,3806408787891026
139,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,530,441454,441454,131072,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,6144,107152,8573020,18432,0,0,0,0,0.0,0.0,0.0,6144.0,393216.0,393216.0,0.0,393216.0,0,0,2048,2048,1,0,2048,2048,9,0,2048,2048,4,0,2048,2048,14,0,2048,2048,18,0,2048,2048,3,0,2048,2048,14,0,2048,2048,0,0,2048,2048,0,0,2048,2048,8,0,2048,2048,5,0,2048,2048,12,0,2048,2048,18,0,2048,2048,2,0,2048,2048,14,0,2048,2048,70499,29702,0,55930,24,2072,3806408787943788,3806496931247560,3806496931256640,3806408788691197
140,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,531,441454,441454,512,256,0,0,12,4,32,64,0x0,0x7fc18e3ab900,8,75,5908,40,0,0,0,0,0.0,0.0,0.0,8.0,512.0,512.0,0.0,512.0,4,0,8,8,4,0,8,8,5,0,8,8,1,0,8,8,0,0,8,8,1,0,8,8,6,0,8,8,9,0,8,8,4,0,8,8,4,0,8,8,5,0,8,8,0,0,8,8,1,0,8,8,2,0,8,8,6,0,8,8,13,0,8,8,53357,27406,0,41358,0,8,3806408788656487,3806496931270000,3806496931272640,3806408789414426
141,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,532,441454,441454,1024,256,0,0,12,4,32,64,0x0,0x7fc18e3ab900,16,161,12944,112,0,0,0,0,0.0,0.0,0.0,16.0,832.0,832.0,0.0,832.0,8,0,12,12,9,0,12,12,9,0,12,12,0,0,12,12,2,0,12,12,2,0,12,12,11,0,12,12,18,0,12,12,8,0,12,12,8,0,12,12,9,0,12,12,1,0,12,12,0,0,16,16,2,0,16,16,10,0,16,16,19,0,16,16,55712,25888,0,43126,0,16,3806408789393171,3806496931279120,3806496931281520,3806408790185208
142,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,533,441454,441454,425984,256,0,0,12,4,32,64,0x0,0x7fc18e3ab900,6656,82355,6588704,33280,0,0,0,0,0.0,0.0,0.0,6656.0,425984.0,425984.0,0.0,425984.0,8,0,6656,6656,9,0,6656,6656,9,0,6656,6656,0,0,6656,6656,7,0,6656,6656,3,0,6656,6656,13,0,6656,6656,13,0,6656,6656,8,0,6656,6656,9,0,6656,6656,8,0,6656,6656,1,0,6656,6656,5,0,6656,6656,2,0,6656,6656,12,0,6656,6656,14,0,6656,6656,78988,31184,0,64994,16308,9775,3806408790129838,3806496931288040,3806496931293600,3806408790938304
143,_Z32flash_fwd_splitkv_mla_kernel_ldsI19FlashMlaKernelTraitILi576ELi512ELi64ELi16ELi4EEDF16_fLb1EEv17FlashMlaFwdParams.kd,2,0,534,441454,441454,20480,256,40448,888,128,0,96,64,0x0,0x7fc18ddc4580,42903188,112162394,8961999763,67144648,0,0,0,0,0.0,20370000.0,0.0,4151652.0,2774769088.0,2774769088.0,2074657216.0,700111872.0,2254779,0,2188126,2188126,2270356,0,2181155,2181155,2243061,0,2187530,2187530,2286628,0,2208909,2208909,2292181,0,2205207,2205207,2273770,0,2190986,2190986,2273167,0,2182101,2182101,2326636,0,2219781,2219781,2290294,0,2192671,2192671,2363354,0,2237696,2237696,2331212,0,2208972,2208972,2304540,0,2202753,2202753,2294832,0,2220837,2220837,2357187,0,2232836,2232836,2343105,0,2240728,2240728,2291632,0,2228593,2228593,105051480,20089479,0,104862178,24,344,3806408791750517,3806496933817290,3806496949941034,3806408810998707
144,_Z28kn_fmla_fwd_splictkv_combineI19FlashMlaKernelTraitILi576ELi512ELi64ELi16ELi4EELi96EDF16_Ev17FlashMlaFwdParams.kd,2,0,535,441454,441454,262144,128,512,64,44,4,48,64,0x0,0x7fc18ddc4640,9760,68643,5483675,237856,0,0,0,0,0.0,117248.0,0.0,3648.0,522496.0,522496.0,347392.0,175104.0,2484,0,1236,1236,2482,0,1238,1238,2488,0,1234,1234,2494,0,1234,1234,2484,0,1232,1232,2484,0,1238,1238,2492,0,1236,1236,2490,0,1232,1232,2484,0,1236,1236,2482,0,1238,1238,2488,0,1234,1234,2494,0,1234,1234,2484,0,1232,1232,2484,0,1238,1238,2492,0,1236,1236,2490,0,1232,1232,276350,67210,0,250535,5553,8882,3806408794935514,3806496949941034,3806496949949714,3806408811722407
145,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,536,441454,441454,131072,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,6144,105968,8471600,18432,0,0,0,0,0.0,0.0,0.0,6144.0,393216.0,393216.0,0.0,393216.0,0,0,2048,2048,0,0,2048,2048,8,0,2048,2048,6,0,2048,2048,13,0,2048,2048,18,0,2048,2048,2,0,2048,2048,12,0,2048,2048,0,0,2048,2048,0,0,2048,2048,9,0,2048,2048,6,0,2048,2048,13,0,2048,2048,18,0,2048,2048,2,0,2048,2048,13,0,2048,2048,103878,28611,0,77423,24,2072,3806408795726664,3806496949949714,3806496949956834,3806408812331270
146,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,537,441454,441454,512,256,0,0,12,4,32,64,0x0,0x7fc18e3ab900,8,96,7720,40,0,0,0,0,0.0,0.0,0.0,8.0,512.0,512.0,0.0,512.0,4,0,8,8,4,0,8,8,5,0,8,8,0,0,8,8,0,0,8,8,1,0,8,8,6,0,8,8,8,0,8,8,4,0,8,8,4,0,8,8,5,0,8,8,0,0,8,8,0,0,8,8,1,0,8,8,6,0,8,8,8,0,8,8,74201,24751,0,50921,0,8,3806408796416452,3806496949956834,3806496949962434,3806408812831307
147,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,538,441454,441454,1024,256,0,0,12,4,32,64,0x0,0x7fc18e3ab900,16,154,12248,112,0,0,0,0,0.0,0.0,0.0,16.0,832.0,832.0,0.0,832.0,8,0,12,12,8,0,12,12,10,0,12,12,0,0,12,12,0,0,16,16,2,0,16,16,10,0,16,16,14,0,16,16,8,0,12,12,8,0,12,12,10,0,12,12,0,0,12,12,0,0,12,12,2,0,12,12,10,0,12,12,14,0,12,12,83946,27149,0,59853,0,16,3806408797066314,3806496949962434,3806496949968114,3806408813374844
148,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,539,441454,441454,425984,256,0,0,12,4,32,64,0x0,0x7fc18e3ab900,6656,81732,6541944,33280,0,0,0,0,0.0,0.0,0.0,6656.0,425984.0,425984.0,0.0,425984.0,8,0,6656,6656,10,0,6656,6656,8,0,6656,6656,0,0,6656,6656,2,0,6656,6656,2,0,6656,6656,10,0,6656,6656,12,0,6656,6656,8,0,6656,6656,10,0,6656,6656,9,0,6656,6656,0,0,6656,6656,2,0,6656,6656,2,0,6656,6656,10,0,6656,6656,13,0,6656,6656,121100,24303,0,94915,12974,10009,3806408797707358,3806496949968114,3806496949977874,3806408813924411
149,_Z32flash_fwd_splitkv_mla_kernel_ldsI19FlashMlaKernelTraitILi576ELi512ELi64ELi16ELi4EEDF16_fLb1EEv17FlashMlaFwdParams.kd,2,0,540,441454,441454,20480,256,40448,888,128,0,96,64,0x0,0x7fc18ddc4580,42903188,112024351,8950604688,67144648,0,0,0,0,0.0,20370000.0,0.0,4151652.0,2774769088.0,2774769088.0,2074657216.0,700111872.0,2258420,0,2189001,2189001,2275195,0,2183826,2183826,2248228,0,2191134,2191134,2287968,0,2211473,2211473,2287313,0,2204964,2204964,2274037,0,2191799,2191799,2271038,0,2181515,2181515,2325715,0,2221650,2221650,2287766,0,2198818,2198818,2361642,0,2243323,2243323,2330698,0,2214890,2214890,2303252,0,2208583,2208583,2297833,0,2223509,2223509,2360452,0,2233289,2233289,2342853,0,2243256,2243256,2289608,0,2230459,2230459,92195854,20089373,0,92116081,24,344,3806408798353439,3806496949977874,3806496965940218,3806408830621541
150,_Z28kn_fmla_fwd_splictkv_combineI19FlashMlaKernelTraitILi576ELi512ELi64ELi16ELi4EELi96EDF16_Ev17FlashMlaFwdParams.kd,2,0,541,441454,441454,262144,128,512,64,44,4,48,64,0x0,0x7fc18ddc4640,9760,68243,5457434,237856,0,0,0,0,0.0,117248.0,0.0,3648.0,522496.0,522496.0,347392.0,175104.0,2486,0,1236,1236,2480,0,1238,1238,2486,0,1234,1234,2496,0,1234,1234,2486,0,1232,1232,2484,0,1238,1238,2492,0,1236,1236,2492,0,1232,1232,2486,0,1236,1236,2480,0,1238,1238,2486,0,1234,1234,2496,0,1234,1234,2486,0,1232,1232,2484,0,1238,1238,2492,0,1236,1236,2492,0,1232,1232,695217,159146,0,669671,6241,9533,3806408798998480,3806496965940218,3806496965947458,3806408831360198
151,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,542,441454,441454,131072,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,6144,106756,8541464,18432,0,0,0,0,0.0,0.0,0.0,6144.0,393216.0,393216.0,0.0,393216.0,0,0,2048,2048,0,0,2048,2048,10,0,2048,2048,4,0,2048,2048,10,0,2048,2048,18,0,2048,2048,2,0,2048,2048,12,0,2048,2048,0,0,2048,2048,0,0,2048,2048,10,0,2048,2048,4,0,2048,2048,10,0,2048,2048,18,0,2048,2048,2,0,2048,2048,12,0,2048,2048,100464,29722,0,75738,24,2072,3806408799664988,3806496965947458,3806496965953778,3806408831994180
152,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,543,441454,441454,512,256,0,0,12,4,32,64,0x0,0x7fc18e3ab900,8,89,7084,40,0,0,0,0,0.0,0.0,0.0,8.0,512.0,512.0,0.0,512.0,4,0,8,8,4,0,8,8,4,0,8,8,0,0,8,8,0,0,8,8,2,0,8,8,6,0,8,8,8,0,8,8,4,0,8,8,4,0,8,8,5,0,8,8,0,0,8,8,0,0,8,8,2,0,8,8,6,0,8,8,9,0,8,8,79774,26455,0,56827,0,8,3806408800317843,3806496965953778,3806496965959178,3806408832479607
153,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,544,441454,441454,1024,256,0,0,12,4,32,64,0x0,0x7fc18e3ab900,16,153,11968,112,0,0,0,0,0.0,0.0,0.0,16.0,832.0,832.0,0.0,832.0,8,0,12,12,8,0,12,12,8,0,12,12,0,0,12,12,0,0,12,12,4,0,12,12,10,0,12,12,14,0,12,12,8,0,12,12,8,0,12,12,9,0,12,12,0,0,12,12,0,0,16,16,4,0,16,16,10,0,16,16,15,0,16,16,88826,28753,0,62938,0,16,3806408800958519,3806496965959178,3806496965964618,3806408833017554
154,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,545,441454,441454,425984,256,0,0,12,4,32,64,0x0,0x7fc18e3ab900,6656,83445,6679360,33280,0,0,0,0,0.0,0.0,0.0,6656.0,425984.0,425984.0,0.0,425984.0,8,0,6656,6656,8,0,6656,6656,8,0,6656,6656,0,0,6656,6656,4,0,6656,6656,2,0,6656,6656,10,0,6656,6656,12,0,6656,6656,8,0,6656,6656,8,0,6656,6656,8,0,6656,6656,0,0,6656,6656,4,0,6656,6656,2,0,6656,6656,10,0,6656,6656,12,0,6656,6656,136496,26464,0,110584,13784,9617,3806408801598527,3806496965964618,3806496965975738,3806408833588134
155,_Z32flash_fwd_splitkv_mla_kernel_ldsI19FlashMlaKernelTraitILi576ELi512ELi64ELi16ELi4EEDF16_fLb1EEv17FlashMlaFwdParams.kd,2,0,546,441454,441454,20480,256,40448,888,128,0,96,64,0x0,0x7fc18ddc4580,42903188,112333316,8975727441,67144648,0,0,0,0,0.0,20370000.0,0.0,4151652.0,2774769088.0,2774769088.0,2074657216.0,700111872.0,2270659,0,2197336,2197336,2288597,0,2192637,2192637,2259366,0,2198220,2198220,2302189,0,2218167,2218167,2303573,0,2213231,2213231,2290588,0,2201167,2201167,2287659,0,2189900,2189900,2339231,0,2230975,2230975,2302053,0,2204371,2204371,2379275,0,2247968,2247968,2345780,0,2220888,2220888,2318830,0,2212731,2212731,2308241,0,2228818,2228818,2370971,0,2238283,2238283,2355624,0,2248737,2248737,2303132,0,2236540,2236540,92336244,20123904,0,92255462,24,344,3806408802233756,3806496965975738,3806496982050362,3806408850267935
156,_Z28kn_fmla_fwd_splictkv_combineI19FlashMlaKernelTraitILi576ELi512ELi64ELi16ELi4EELi96EDF16_Ev17FlashMlaFwdParams.kd,2,0,547,441454,441454,262144,128,512,64,44,4,48,64,0x0,0x7fc18ddc4640,9760,65869,5267679,237856,0,0,0,0,0.0,117248.0,0.0,3648.0,522496.0,522496.0,347392.0,175104.0,2482,0,1236,1236,2480,0,1238,1238,2486,0,1234,1234,2494,0,1234,1234,2486,0,1232,1232,2484,0,1238,1238,2494,0,1236,1236,2496,0,1232,1232,2482,0,1236,1236,2480,0,1238,1238,2487,0,1234,1234,2494,0,1234,1234,2486,0,1232,1232,2484,0,1238,1238,2494,0,1236,1236,2497,0,1232,1232,543803,125730,0,518757,5443,8895,3806408802868921,3806496982050362,3806496982057882,3806408851001609
157,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,548,441454,441454,131072,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,6144,107218,8571112,18432,0,0,0,0,0.0,0.0,0.0,6144.0,393216.0,393216.0,0.0,393216.0,0,0,2048,2048,0,0,2048,2048,8,0,2048,2048,4,0,2048,2048,13,0,2048,2048,20,0,2048,2048,2,0,2048,2048,12,0,2048,2048,0,0,2048,2048,0,0,2048,2048,9,0,2048,2048,4,0,2048,2048,12,0,2048,2048,20,0,2048,2048,2,0,2048,2048,13,0,2048,2048,102400,30324,0,77432,24,2072,3806408803545440,3806496982057882,3806496982064282,3806408851544298
158,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,549,441454,441454,512,256,0,0,12,4,32,64,0x0,0x7fc18e3ab900,8,94,7552,40,0,0,0,0,0.0,0.0,0.0,8.0,512.0,512.0,0.0,512.0,4,0,8,8,4,0,8,8,4,0,8,8,0,0,8,8,1,0,8,8,1,0,8,8,6,0,8,8,8,0,8,8,4,0,8,8,4,0,8,8,4,0,8,8,0,0,8,8,1,0,8,8,1,0,8,8,6,0,8,8,8,0,8,8,70286,24342,0,44965,0,8,3806408804213520,3806496982064282,3806496982069722,3806408852086514
159,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,550,441454,441454,1024,256,0,0,12,4,32,64,0x0,0x7fc18e3ab900,16,151,12160,112,0,0,0,0,0.0,0.0,0.0,16.0,832.0,832.0,0.0,832.0,8,0,12,12,8,0,12,12,8,0,12,12,0,0,12,12,2,0,16,16,2,0,16,16,10,0,16,16,14,0,16,16,8,0,12,12,8,0,12,12,8,0,12,12,0,0,12,12,2,0,12,12,2,0,12,12,10,0,12,12,14,0,12,12,78938,26606,0,53589,0,16,3806408804854054,3806496982069722,3806496982075402,3806408852630864
160,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,551,441454,441454,425984,256,0,0,12,4,32,64,0x0,0x7fc18e3ab900,6656,82249,6577120,33280,0,0,0,0,0.0,0.0,0.0,6656.0,425984.0,425984.0,0.0,425984.0,8,0,6656,6656,8,0,6656,6656,8,0,6656,6656,0,0,6656,6656,2,0,6656,6656,2,0,6656,6656,10,0,6656,6656,14,0,6656,6656,8,0,6656,6656,8,0,6656,6656,9,0,6656,6656,0,0,6656,6656,2,0,6656,6656,2,0,6656,6656,10,0,6656,6656,15,0,6656,6656,123682,22845,0,98038,13382,9627,3806408805488874,3806496982075402,3806496982087882,3806408853190078
