Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_INSTS_LDS,SQ_INST_LEVEL_LDS,SQ_ACCUM_PREV_HIRES,SQ_INSTS_VMEM_WR,SQ_INSTS_VMEM_RD,SQ_INSTS_SALU,SQ_INSTS_VSKIPPED,SQ_INSTS,TA_BUFFER_READ_WAVEFRONTS_sum,TA_BUFFER_WRITE_WAVEFRONTS_sum,TD_SPI_STALL_sum,TD_LOAD_WAVEFRONT_sum,TCP_READ_TAGCONFLICT_STALL_CYCLES_sum,TCP_WRITE_TAGCONFLICT_STALL_CYCLES_sum,TCP_ATOMIC_TAGCONFLICT_STALL_CYCLES_sum,TCP_TA_TCP_STATE_READ_sum,TCC_REQ[0],TCC_READ[0],TCC_WRITE[0],TCC_ATOMIC[0],TCC_REQ[1],TCC_READ[1],TCC_WRITE[1],TCC_ATOMIC[1],TCC_REQ[2],TCC_READ[2],TCC_WRITE[2],TCC_ATOMIC[2],TCC_REQ[3],TCC_READ[3],TCC_WRITE[3],TCC_ATOMIC[3],TCC_REQ[4],TCC_READ[4],TCC_WRITE[4],TCC_ATOMIC[4],TCC_REQ[5],TCC_READ[5],TCC_WRITE[5],TCC_ATOMIC[5],TCC_REQ[6],TCC_READ[6],TCC_WRITE[6],TCC_ATOMIC[6],TCC_REQ[7],TCC_READ[7],TCC_WRITE[7],TCC_ATOMIC[7],TCC_REQ[8],TCC_READ[8],TCC_WRITE[8],TCC_ATOMIC[8],TCC_REQ[9],TCC_READ[9],TCC_WRITE[9],TCC_ATOMIC[9],TCC_REQ[10],TCC_READ[10],TCC_WRITE[10],TCC_ATOMIC[10],TCC_REQ[11],TCC_READ[11],TCC_WRITE[11],TCC_ATOMIC[11],TCC_REQ[12],TCC_READ[12],TCC_WRITE[12],TCC_ATOMIC[12],TCC_REQ[13],TCC_READ[13],TCC_WRITE[13],TCC_ATOMIC[13],TCC_REQ[14],TCC_READ[14],TCC_WRITE[14],TCC_ATOMIC[14],TCC_REQ[15],TCC_READ[15],TCC_WRITE[15],TCC_ATOMIC[15],CPC_CPC_STAT_IDLE,CPC_CPC_TCIU_BUSY,CPF_CPF_TCIU_BUSY,CPF_CPF_TCIU_STALL,SPI_CSN_NUM_THREADGROUPS,SPI_CSN_WAVE,GRBM_SPI_BUSY,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
72,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,333,440940,440940,173312,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,8116,0,27092,0,81232,0.0,0.0,2.0,8116.0,0.0,0.0,0.0,8116.0,8136,24,8112,0,8112,0,8112,0,8222,98,8124,0,8172,48,8124,0,8200,96,8104,0,8298,194,8104,0,8112,0,8112,0,8214,102,8112,0,8137,25,8112,0,8112,0,8112,0,8210,98,8112,0,8160,48,8112,0,8208,96,8112,0,8306,194,8112,0,8112,0,8112,0,8216,104,8112,0,0,682,16068,0,677,2708,34062,3806392347425775,3806496825612846,3806496825626606,3806392348271007
73,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,336,440940,440940,606464,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,28438,0,94884,0,284486,0.0,0.0,124.0,28438.0,0.0,0.0,0.0,28438.0,28436,28,28408,0,28408,0,28408,0,28506,98,28408,0,28464,48,28416,0,28524,96,28428,0,28610,194,28416,0,28432,4,28428,0,28530,102,28428,0,28449,29,28420,0,28420,0,28420,0,28518,98,28420,0,28468,48,28420,0,28516,96,28420,0,28614,194,28420,0,28420,0,28420,0,28524,104,28420,0,0,682,19051,0,2369,9476,76693,3806392348829866,3806496825662166,3806496825667966,3806392349680873
74,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,339,440940,440940,418304,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,19621,0,65504,0,196321,0.0,0.0,69.0,19621.0,0.0,0.0,0.0,19621.0,19602,2,19600,0,19624,24,19600,0,19698,98,19600,0,19648,48,19600,0,19696,96,19600,0,19794,194,19600,0,19604,4,19600,0,19700,100,19600,0,19591,3,19588,0,19612,24,19588,0,19686,98,19588,0,19642,48,19594,0,19704,96,19608,0,19798,194,19604,0,19608,0,19608,0,19710,102,19608,0,0,682,17645,0,1634,6536,57671,3806392350239344,3806496825705246,3806496825713086,3806392351079190
75,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,342,440940,440940,443392,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,20775,0,69286,0,207818,0.0,0.0,78.0,20775.0,0.0,0.0,0.0,20775.0,20774,6,20768,0,20788,24,20764,0,20870,98,20772,0,20820,48,20772,0,20868,96,20772,0,20966,194,20772,0,20772,0,20772,0,20872,100,20772,0,20779,7,20772,0,20796,24,20772,0,20870,98,20772,0,20820,48,20772,0,20880,96,20784,0,20972,194,20778,0,20772,0,20772,0,20874,102,20772,0,0,682,17271,0,1732,6928,60379,3806392351636650,3806496825750366,3806496825761086,3806392352484690
76,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,345,440940,440940,413184,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,19373,0,64654,0,193831,0.0,0.0,81.0,19373.0,0.0,0.0,0.0,19373.0,19362,2,19360,0,19360,0,19360,0,19482,122,19360,0,19408,48,19360,0,19456,96,19360,0,19554,194,19360,0,19360,0,19360,0,19460,100,19360,0,19359,3,19356,0,19356,0,19356,0,19474,122,19352,0,19404,48,19356,0,19452,96,19356,0,19556,194,19362,0,19360,4,19356,0,19458,102,19356,0,0,682,17021,0,1614,6456,57200,3806392353051566,3806496825799927,3806496825811007,3806392353900221
77,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,348,440940,440940,298752,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,14021,0,46848,0,140322,0.0,0.0,29.0,14021.0,0.0,0.0,0.0,14021.0,13998,2,13996,0,13996,0,13996,0,14118,122,13996,0,14044,48,13996,0,14092,96,13996,0,14190,194,13996,0,13996,0,13996,0,14096,100,13996,0,13999,3,13996,0,13996,0,13996,0,14118,122,13996,0,14044,48,13996,0,14096,96,14000,0,14198,194,14004,0,13994,4,13990,0,14086,102,13984,0,0,682,19388,0,1167,4668,46310,3806392354457870,3806496825844407,3806496825851367,3806392355317376
78,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,351,440940,440940,626688,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,29387,0,98050,0,293977,0.0,0.0,113.0,29387.0,0.0,0.0,0.0,29387.0,29381,5,29376,0,29376,0,29376,0,29468,98,29370,0,29448,72,29376,0,29452,96,29356,0,29554,194,29360,0,29356,0,29356,0,29456,100,29356,0,29374,6,29368,0,29368,0,29368,0,29466,98,29368,0,29440,72,29368,0,29464,96,29368,0,29562,194,29368,0,29372,4,29368,0,29470,102,29368,0,0,682,17054,0,2448,9792,79184,3806392355875186,3806496825890167,3806496825902287,3806392356733484
79,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,354,440940,440940,408576,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,19148,0,63880,0,191572,0.0,0.0,71.0,19148.0,0.0,0.0,0.0,19148.0,19134,2,19132,0,19132,0,19132,0,19230,98,19132,0,19204,72,19132,0,19236,96,19140,0,19334,194,19140,0,19140,0,19140,0,19240,100,19140,0,19155,3,19152,0,19152,0,19152,0,19250,98,19152,0,19224,72,19152,0,19236,96,19140,0,19334,194,19140,0,19140,0,19140,0,19242,102,19140,0,0,682,19070,0,1596,6384,57030,3806392357293095,3806496825936647,3806496825950487,3806392358145794
80,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,357,440940,440940,184320,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,8651,0,28930,0,86617,0.0,0.0,7.0,8651.0,0.0,0.0,0.0,8651.0,8636,0,8636,0,8634,2,8632,0,8730,98,8632,0,8680,48,8632,0,8760,120,8640,0,8834,194,8640,0,8644,4,8640,0,8740,100,8640,0,8621,1,8620,0,8622,2,8620,0,8718,98,8620,0,8668,48,8620,0,8752,120,8632,0,8820,194,8626,0,8632,0,8632,0,8734,102,8632,0,0,682,14095,0,720,2880,34631,3806392358706647,3806496825985687,3806496825999967,3806392359584214
81,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,360,440940,440940,457472,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,21439,0,71513,0,214477,0.0,0.0,84.0,21439.0,0.0,0.0,0.0,21439.0,21424,0,21424,0,21426,2,21424,0,21522,98,21424,0,21476,48,21428,0,21552,120,21432,0,21626,194,21432,0,21432,0,21432,0,21532,100,21432,0,21433,1,21432,0,21434,2,21432,0,21530,98,21432,0,21480,48,21432,0,21564,120,21444,0,21638,194,21444,0,21438,0,21438,0,21546,102,21444,0,0,682,17208,0,1787,7148,61724,3806392360142728,3806496826035408,3806496826044568,3806392360989914
82,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,363,440940,440940,497920,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,23346,0,77900,0,233562,0.0,0.0,106.0,23346.0,0.0,0.0,0.0,23346.0,23340,0,23340,0,23342,2,23340,0,23438,98,23340,0,23388,48,23340,0,23428,96,23332,0,23558,218,23340,0,23340,0,23340,0,23440,100,23340,0,23321,1,23320,0,23322,2,23320,0,23418,98,23320,0,23368,48,23320,0,23416,96,23320,0,23550,218,23332,0,23324,4,23320,0,23422,102,23320,0,0,682,17798,0,1945,7780,65509,3806392361553584,3806496826081368,3806496826089128,3806392362387416
83,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,366,440940,440940,201216,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,9446,0,31592,0,94574,0.0,0.0,14.0,9446.0,0.0,0.0,0.0,9446.0,9424,0,9424,0,9430,6,9424,0,9522,98,9424,0,9472,48,9424,0,9520,96,9424,0,9642,218,9424,0,9424,0,9424,0,9524,100,9424,0,9413,1,9412,0,9426,6,9420,0,9530,98,9432,0,9468,48,9420,0,9520,96,9424,0,9642,218,9424,0,9428,4,9424,0,9526,102,9424,0,0,682,13761,0,786,3144,35989,3806392362948862,3806496826130288,3806496826137888,3806392363782825
84,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,369,440940,440940,249600,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,11705,0,39094,0,117151,0.0,0.0,26.0,11705.0,0.0,0.0,0.0,11705.0,11680,0,11680,0,11682,2,11680,0,11778,98,11680,0,11728,48,11680,0,11776,96,11680,0,11880,194,11686,0,11704,24,11680,0,11780,100,11680,0,11701,1,11700,0,11698,2,11696,0,11798,98,11700,0,11748,48,11700,0,11796,96,11700,0,11894,194,11700,0,11728,28,11700,0,11802,102,11700,0,0,682,17392,0,975,3900,41117,3806392364345447,3806496826176448,3806496826184048,3806392365183086
85,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,372,440940,440940,224768,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,10540,0,35208,0,105500,0.0,0.0,12.0,10540.0,0.0,0.0,0.0,10540.0,10536,0,10536,0,10538,2,10536,0,10634,98,10536,0,10584,48,10536,0,10632,96,10536,0,10730,194,10536,0,10564,28,10536,0,10636,100,10536,0,10517,1,10516,0,10518,2,10516,0,10614,98,10516,0,10564,48,10516,0,10612,96,10516,0,10710,194,10516,0,10540,24,10516,0,10618,102,10516,0,0,682,17676,0,878,3512,39590,3806392365744056,3806496826222248,3806496826231888,3806392366575122
86,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,375,440940,440940,246528,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,11558,0,38596,0,115678,0.0,0.0,19.0,11558.0,0.0,0.0,0.0,11558.0,11544,0,11544,0,11546,2,11544,0,11642,98,11544,0,11592,48,11544,0,11640,96,11544,0,11738,194,11544,0,11548,4,11544,0,11668,124,11544,0,11549,1,11548,0,11550,2,11548,0,11634,98,11536,0,11596,48,11548,0,11644,96,11548,0,11750,194,11556,0,11548,0,11548,0,11674,126,11548,0,0,682,17420,0,963,3852,40749,3806392367134372,3806496826268248,3806496826283369,3806392367959525
87,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,378,440940,440940,352000,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,16512,0,55136,0,165228,0.0,0.0,60.0,16512.0,0.0,0.0,0.0,16512.0,16500,0,16500,0,16500,0,16500,0,16600,100,16500,0,16548,48,16500,0,16588,96,16492,0,16686,194,16492,0,16496,4,16492,0,16616,124,16492,0,16493,1,16492,0,16492,0,16492,0,16592,100,16492,0,16540,48,16492,0,16576,96,16480,0,16674,194,16480,0,16480,0,16480,0,16606,126,16480,0,0,682,17267,0,1375,5500,52223,3806392368524260,3806496826316169,3806496826323889,3806392369366037
88,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,381,440940,440940,446976,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,20945,0,69859,0,209527,0.0,0.0,74.0,20945.0,0.0,0.0,0.0,20945.0,20936,0,20936,0,20940,0,20940,0,21036,104,20932,0,20980,48,20932,0,21060,120,20940,0,21134,194,20940,0,20940,0,20940,0,21040,100,20940,0,20941,1,20940,0,20940,0,20940,0,21044,104,20940,0,20988,48,20940,0,21060,120,20940,0,21140,194,20946,0,20952,0,20952,0,21054,102,20952,0,0,682,17723,0,1746,6984,61180,3806392369925120,3806496826360849,3806496826367409,3806392370756207
89,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,384,440940,440940,529664,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,24844,0,82928,0,248560,0.0,0.0,97.0,24844.0,0.0,0.0,0.0,24844.0,24816,0,24816,0,24816,0,24816,0,24920,100,24820,0,24868,48,24820,0,24940,120,24820,0,25014,194,24820,0,24824,4,24820,0,24920,100,24820,0,24821,1,24820,0,24820,0,24820,0,24920,100,24820,0,24868,48,24820,0,24940,120,24820,0,25014,194,24820,0,24820,0,24820,0,24922,102,24820,0,0,682,17974,0,2069,8276,69590,3806392371315459,3806496826406089,3806496826416049,3806392372155298
90,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,387,440940,440940,457472,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,21439,0,71513,0,214477,0.0,0.0,97.0,21439.0,0.0,0.0,0.0,21439.0,21444,0,21444,0,21438,0,21438,0,21548,104,21444,0,21492,48,21444,0,21528,96,21432,0,21650,218,21432,0,21432,0,21432,0,21532,100,21432,0,21429,1,21428,0,21424,0,21424,0,21528,104,21424,0,21472,48,21424,0,21528,96,21432,0,21650,218,21432,0,21432,0,21432,0,21534,102,21432,0,0,682,17154,0,1787,7148,62543,3806392372711970,3806496826451409,3806496826466289,3806392373558771
91,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,390,440940,440940,186368,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,8734,0,29172,0,87434,0.0,0.0,11.0,8734.0,0.0,0.0,0.0,8734.0,8724,0,8724,0,8736,0,8736,0,8824,100,8724,0,8772,48,8724,0,8832,96,8736,0,8954,218,8736,0,8740,4,8736,0,8836,100,8736,0,8717,1,8716,0,8724,0,8724,0,8824,100,8724,0,8772,48,8724,0,8812,96,8716,0,8934,218,8716,0,8716,0,8716,0,8818,102,8716,0,0,682,15129,0,728,2912,35343,3806392374113719,3806496826500689,3806496826507769,3806392374966595
92,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,393,440940,440940,421376,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,19750,0,65892,0,197594,0.0,0.0,73.0,19750.0,0.0,0.0,0.0,19750.0,19732,0,19732,0,19732,0,19732,0,19832,100,19732,0,19780,48,19732,0,19828,96,19732,0,19934,194,19740,0,19764,24,19740,0,19840,100,19740,0,19753,1,19752,0,19752,0,19752,0,19852,100,19752,0,19800,48,19752,0,19836,96,19740,0,19934,194,19740,0,19768,28,19740,0,19854,102,19752,0,0,682,17656,0,1646,6584,59511,3806392375529821,3806496826545890,3806496826554650,3806392376371151
93,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,396,440940,440940,62464,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,2925,0,9806,0,29343,0.0,0.0,0.0,2925.0,0.0,0.0,0.0,2925.0,2928,0,2928,0,2928,0,2928,0,3026,98,2928,0,2978,50,2928,0,3012,96,2916,0,3110,194,2916,0,2946,24,2922,0,3016,100,2916,0,2909,1,2908,0,2908,0,2908,0,3006,98,2908,0,2958,50,2908,0,3008,96,2912,0,3110,194,2916,0,2944,28,2916,0,3018,102,2916,0,0,682,10426,0,244,976,23359,3806392376928495,3806496826591050,3806496826601610,3806392377757084
94,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,399,440940,440940,301056,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,14102,0,47040,0,141084,0.0,0.0,28.0,14102.0,0.0,0.0,0.0,14102.0,14100,0,14100,0,14092,0,14092,0,14198,98,14100,0,14150,50,14100,0,14196,96,14100,0,14294,194,14100,0,14100,0,14100,0,14224,124,14100,0,14101,1,14100,0,14100,0,14100,0,14210,98,14112,0,14150,50,14100,0,14196,96,14100,0,14294,194,14100,0,14100,0,14100,0,14226,126,14100,0,0,682,18365,0,1176,4704,46063,3806392378316882,3806496826638770,3806496826649090,3806392379155509
95,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,402,440940,440940,228096,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,10685,0,35659,0,106927,0.0,0.0,20.0,10685.0,0.0,0.0,0.0,10685.0,10680,0,10680,0,10680,0,10680,0,10778,98,10680,0,10730,50,10680,0,10776,96,10680,0,10874,194,10680,0,10680,0,10680,0,10804,124,10680,0,10681,1,10680,0,10686,0,10686,0,10790,98,10692,0,10742,50,10692,0,10768,96,10672,0,10866,194,10672,0,10680,0,10680,0,10802,126,10676,0,0,682,16164,0,891,3564,39420,3806392379708151,3806496826683250,3806496826693010,3806392380551930
96,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,405,440940,440940,196096,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,9207,0,30800,0,92187,0.0,0.0,10.0,9207.0,0.0,0.0,0.0,9207.0,9208,24,9184,0,9184,0,9184,0,9282,98,9184,0,9234,50,9184,0,9280,96,9184,0,9378,194,9184,0,9184,0,9184,0,9284,100,9184,0,9201,25,9176,0,9172,0,9172,0,9290,98,9192,0,9236,50,9186,0,9280,96,9184,0,9378,194,9184,0,9188,4,9184,0,9286,102,9184,0,0,682,11635,0,766,3064,36144,3806392381110954,3806496826729370,3806496826743210,3806392381948311
97,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,408,440940,440940,626688,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,29387,0,98050,0,293977,0.0,0.0,130.0,29387.0,0.0,0.0,0.0,29387.0,29400,24,29376,0,29376,0,29376,0,29474,98,29376,0,29429,53,29376,0,29464,96,29368,0,29566,194,29372,0,29368,0,29368,0,29468,100,29368,0,29381,25,29356,0,29356,0,29356,0,29454,98,29356,0,29408,52,29356,0,29464,96,29368,0,29556,194,29362,0,29372,4,29368,0,29470,102,29368,0,0,682,17521,0,2448,9792,78622,3806392382506126,3806496826778330,3806496826788091,3806392383352940
98,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,411,440940,440940,244736,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,11473,0,38310,0,114827,0.0,0.0,16.0,11473.0,0.0,0.0,0.0,11473.0,11456,0,11456,0,11484,24,11460,0,11550,98,11452,0,11506,54,11452,0,11548,96,11452,0,11646,194,11452,0,11452,0,11452,0,11552,100,11452,0,11467,1,11466,0,11484,24,11460,0,11570,98,11472,0,11526,54,11472,0,11568,96,11472,0,11666,194,11472,0,11476,4,11472,0,11574,102,11472,0,0,682,15552,0,956,3824,40791,3806392383912626,3806496826827731,3806496826836731,3806392384743498
99,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,414,440940,440940,209152,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,9807,0,32762,0,98169,0.0,0.0,13.0,9807.0,0.0,0.0,0.0,9807.0,9788,0,9788,0,9808,24,9784,0,9882,98,9784,0,9834,50,9784,0,9880,96,9784,0,9978,194,9784,0,9784,0,9784,0,9884,100,9784,0,9805,1,9804,0,9828,24,9804,0,9902,98,9804,0,9848,50,9798,0,9900,96,9804,0,9998,194,9804,0,9808,4,9804,0,9906,102,9804,0,0,682,15822,0,817,3268,37499,3806392385301652,3806496826873491,3806496826886851,3806392386140004
100,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,417,440940,440940,361216,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,16935,0,56522,0,169449,0.0,0.0,51.0,16935.0,0.0,0.0,0.0,16935.0,16923,3,16920,0,16920,0,16920,0,17042,122,16920,0,16970,50,16920,0,17016,96,16920,0,17114,194,16920,0,16920,0,16920,0,17020,100,16920,0,16928,4,16924,0,16924,0,16924,0,17046,122,16924,0,16974,50,16924,0,17024,96,16928,0,17112,194,16918,0,16928,4,16924,0,17026,102,16924,0,0,682,17457,0,1411,5644,52621,3806392386700324,3806496826921251,3806496826936011,3806392387534600
101,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,420,440940,440940,178432,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,8355,0,27886,0,83618,0.0,0.0,4.0,8355.0,0.0,0.0,0.0,8355.0,8354,2,8352,0,8352,0,8352,0,8470,122,8348,0,8392,48,8344,0,8460,96,8364,0,8552,194,8358,0,8352,0,8352,0,8452,100,8352,0,8355,3,8352,0,8352,0,8352,0,8474,122,8352,0,8400,48,8352,0,8448,96,8352,0,8546,194,8352,0,8352,0,8352,0,8454,102,8352,0,0,682,15572,0,697,2788,34150,3806392388095097,3806496826970891,3806496826979971,3806392388940269
102,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,423,440940,440940,179456,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,8410,0,28092,0,84194,0.0,0.0,9.0,8410.0,0.0,0.0,0.0,8410.0,8394,2,8392,0,8400,0,8400,0,8498,98,8400,0,8472,72,8400,0,8488,96,8392,0,8586,194,8392,0,8392,0,8392,0,8492,100,8392,0,8415,3,8412,0,8412,0,8412,0,8510,98,8412,0,8484,72,8412,0,8508,96,8412,0,8594,194,8400,0,8404,4,8400,0,8502,102,8400,0,0,682,11878,0,701,2804,34700,3806392389506633,3806496827017371,3806496827025851,3806392390341627
